BJD,Magnitude,Uncertainty
2454172.704018,10.161,0.069
2454174.716198,10.109,0.066
2454177.6957779997,9.775,0.077
2454180.626538,9.941,0.066
2454182.659918,9.974,0.07200000000000001
2454184.657118,10.205,0.068
2454193.611098,9.977,0.067
2454196.628308,9.997,0.071
2454198.670898,10.370999999999999,0.076
2454204.6153490003,9.971,0.065
2454207.652299,9.897,0.07200000000000001
2454213.634959,10.203,0.063
2454229.488169,10.232000000000001,0.062
2454231.487809,10.234,0.055
2454233.51021,9.847000000000001,0.055
2454235.51301,9.846,0.07200000000000001
2454237.56153,9.982999999999999,0.081
2454246.46366,10.117,0.055
2454253.52108,10.195,0.051
2454256.53573,9.956,0.07200000000000001
2454258.53875,9.839,0.08199999999999999
2454274.480111,9.847999999999999,0.051
2454278.467931,9.997,0.037000000000000005
2454283.475781,10.177999999999999,0.07
2454286.4636310004,9.911,0.063
2454290.4633509996,9.995,0.039
2454429.833527,10.201,0.043
2454438.829337,9.878,0.054000000000000006
2454442.8194669997,10.195,0.043
2454455.8069680003,10.208,0.040999999999999995
2454458.821138,10.128,0.045
2454464.858398,10.082,0.048
2454467.800128,10.156,0.040999999999999995
2454470.792938,10.289000000000001,0.055
2454474.791278,9.914,0.055
2454478.7460189997,9.888,0.051
2454485.757489,10.184,0.048
2454487.782979,9.87,0.055999999999999994
2454491.7841689996,9.984,0.043
2454493.8307990003,10.29,0.055
2454497.753409,10.203,0.038
2454500.708659,10.14,0.078
2454503.7012099996,9.857999999999999,0.044000000000000004
2454505.7939400002,10.091000000000001,0.071
2454508.69202,10.117,0.075
2454510.72635,10.27,0.040999999999999995
2454512.7532599997,9.866,0.073
2454519.7091599996,9.89,0.075
2454521.7252700003,10.238999999999999,0.062
2454523.75257,10.13,0.046
2454525.81121,9.884,0.085
2454528.63622,10.106,0.044000000000000004
2454530.70273,9.793,0.065
2454532.78593,10.264000000000001,0.064
2454536.621161,10.051,0.071
2454538.663551,10.290999999999999,0.065
2454540.683591,9.799,0.076
2454546.630411,10.001,0.085
2454548.626261,10.135,0.07
2454550.687291,10.161,0.057
2454552.749431,9.898,0.07200000000000001
2454555.5622509997,10.225,0.054000000000000006
2454557.592901,9.847999999999999,0.057999999999999996
2454559.627531,9.98,0.07200000000000001
2454561.6681009997,10.17,0.046
2454563.683181,10.22,0.10300000000000001
2454566.544071,10.269,0.067
2454568.574201,10.026,0.057999999999999996
2454574.555041,9.892999999999999,0.051
2454576.5792610003,10.068,0.079
2454580.5714020003,10.214,0.048
2454583.651052,9.94,0.040999999999999995
2454586.639452,10.149,0.040999999999999995
2454589.567062,10.177999999999999,0.064
2454591.610482,10.221,0.06
2454594.517102,10.222999999999999,0.057999999999999996
2454596.523252,9.901,0.055
2454601.481652,9.844,0.06
2454603.567172,10.276,0.087
2454607.566952,9.958,0.076
2454610.498382,9.916,0.07
2454616.557052,10.221,0.046
2454620.507452,10.227,0.057999999999999996
2454623.5056419997,9.881,0.051
2454628.459963,9.976,0.064
2454630.508533,10.232000000000001,0.061
2454633.478893,10.199,0.06
2454641.475713,10.05,0.061
2454643.4855029997,10.206,0.05
2454645.4976029997,10.232999999999999,0.046
2454648.4833529997,9.802,0.111
2454656.465603,10.236,0.069
2454770.868077,10.013,0.04
2454776.863717,9.975,0.046
2454793.842627,10.329,0.046
2454798.840387,9.861,0.036000000000000004
2454802.819757,9.941,0.047
2454806.815687,10.157,0.067
2454810.819417,9.913,0.049
2454814.805957,9.87,0.053
2454820.809377,10.298,0.04
2454823.852718,9.847000000000001,0.042
2454826.849418,9.943999999999999,0.043
2454829.827128,10.106,0.042
2454835.794359,10.066,0.057999999999999996
2454838.783049,9.901,0.049
2454846.81303,10.197000000000001,0.044000000000000004
2454852.75974,9.78,0.07200000000000001
2454856.73789,9.935,0.042
2454860.7308099996,10.183,0.049
2454868.7105,9.827,0.055
2454875.68927,10.289000000000001,0.055
2454877.71708,9.911,0.076
2454880.71268,9.935,0.076
2454882.793851,10.158,0.094
2454885.758421,10.304,0.09699999999999999
2454888.658921,10.224,0.043
2454891.673911,9.892999999999999,0.047
2454901.667831,10.286,0.055999999999999994
2454904.719801,9.871,0.07
2454906.774341,10.06,0.061
2454909.676041,10.142999999999999,0.111
2454914.678421,10.202,0.084
2454916.719301,9.821,0.08199999999999999
2454919.6281310003,9.933,0.051
2454929.584651,10.196,0.07400000000000001
2454931.7139709997,9.908999999999999,0.078
2454934.556131,9.927999999999999,0.069
2454936.610721,10.081,0.095
2454938.690291,10.263,0.055
2454940.692621,10.021,0.063
2454946.561052,9.978,0.083
2454948.615731,9.937999999999999,0.07400000000000001
2454963.545901,9.847999999999999,0.067
2454965.5815310003,10.136000000000001,0.079
2454968.536351,10.353,0.06
2454972.536341,9.859,0.047
2454974.568371,9.837,0.053
2454978.507961,10.019,0.085
2454984.565981,9.801,0.07
2454987.517732,9.799,0.07400000000000001
2454990.534252,10.021,0.053
2455012.4696919997,9.886000000000001,0.079
2455017.459002,10.017999999999999,0.065
2455021.460542,10.149,0.073
2455165.839863,9.974,0.047
2453365.8252709997,10.236,0.057999999999999996
2453374.839711,10.135,0.066
2453382.808331,9.837,0.055
2453385.7679810002,9.926,0.06
2453390.760391,10.061,0.044000000000000004
2453393.7895509996,10.226,0.062
2453399.774011,9.832,0.052000000000000005
2453448.646013,10.269,0.066
